,Name,Marriage Dates,First Marriage Date,Divorce Dates,Marriage Lengths,Average Marriage Lengths
6919,Emperor Kōmei,[],,[],[],
6920,Emperor Kōnin,[],,[],[],
6921,Emperor Lizong,[],,[],[],
6922,Emperor Meiji,[],,[],[],
6923,Emperor Ming of Liu Song,[],,[],[],
6924,Emperor Nijō,[],,[],[],
6925,Emperor Ningzong,[],,[],[],
6926,Emperor Qinzong,[],,[],[],
6927,Emperor Renzong of Song,[],,[],[],
6928,Emperor Ruizong of Tang,[],,[],[],
6929,Emperor Saga,[],,[],[],
6930,Emperor Shenzong of Song,[],,[],[],
6931,Emperor Shun of Liu Song,[],,[],[],
6932,Emperor Taishō,[],,[],[],
6933,Emperor Taizong of Song,[],,[],[],
6934,Emperor Taizong of Tang,[],,[],[],
6935,Emperor Wen of Han,[],,[],[],
6936,Emperor Wen of Liu Song,[],,[],[],
6937,Emperor Wen of Sui,[],,[],[],
6938,Emperor Wu of Han,[],,[],[],
6939,Emperor Wu of Jin,[],,[],[],
6940,Emperor Xian of Han,[],,[],[],
6941,Emperor Xiaojing of Eastern Wei,[],,[],[],
6942,Emperor Xiaowen of Northern Wei,[],,[],[],
6943,Emperor Xiaowu of Northern Wei,[],,[],[],
6944,Emperor Xiaozong of Song,[],,[],[],
6945,Emperor Xuan of Han,[],,[],[],
6946,Emperor Xuan of Northern Zhou,[],,[],[],
6947,Emperor Xuanzong of Tang,[],,[],[],
6948,Emperor Yang of Sui,[],,[],[],
6949,Emperor Zhao of Han,[],,[],[],
6950,Emperor Zhenzong,[],,[],[],
6951,Emperor Zhongzong of Tang,[],,[],[],
6952,Empress Chen Jiao,[],,[],[],
6953,Empress Dou (Wen),[],,[],[],
6954,Empress Dowager Bo,[],,[],[],
6955,Empress Dowager Ci'an,[],,[],[],
6956,Empress Dowager Du,[],,[],[],
6957,Empress Dowager Guo (Tang dynasty),[],,[],[],
6958,Empress Dowager Hu (Northern Wei),[],,[],[],
6959,Empress Dowager Longyu,[],,[],[],
6960,Empress Dowager Xiaozhuang,[],,[],[],
6961,Empress Dowager Zheng,[],,[],[],
6962,Empress Eishō,[],,[],[],
6963,Empress Elisabeth of Austria,[],,[],[],
6964,Empress Feng (Wencheng),[],,[],[],
6965,Empress Fu (Ai),[],,[],[],
6966,Empress Fu the Elder,[],,[],[],
6967,Empress Genmei,[],,[],[],
6968,Empress Gi,[],,[],[],
6969,Empress Jingū,[],,[],[],
6970,Empress Jitō,[],,[],[],
6971,Empress Li (Taizong),[],,[],[],
6972,Empress Li Fengniang,[],,[],[],
6973,Empress Lü Zhi,[],,[],[],
6974,Empress Matilda,[],,[],[],
6975,Empress Meng,[],,[],[],
6976,Empress Myeongseong,[],,[],[],
6977,Empress Shōken,[],,[],[],
6978,Empress Song (Song dynasty),[],,[],[],
6979,Empress Suiko,[],,[],[],
6980,Empress Sunjeong,[],,[],[],
6981,Empress Sunmyeong,[],,[],[],
6982,Empress Teimei,[],,[],[],
6983,Empress Wang (Chenghua),[],,[],[],
6984,Empress Wang (Gaozong),[],,[],[],
6985,Empress Wang (Ping),[],,[],[],
6986,Empress Wang (Taizu),[],,[],[],
6987,Empress Wang Zhi,[],,[],[],
6988,Empress Wei (Tang dynasty),[],,[],[],
6989,Empress Wei Zifu,[],,[],[],
6990,Empress Wu (Song dynasty),[],,[],[],
6991,Empress Xiao (Sui dynasty),[],,[],[],
6992,Empress Xiao Yanyan,[],,[],[],
6993,Empress Xiaochengren,[],,[],[],
6994,Empress Xiaodexian,[],,[],[],
6995,Empress Xiaoduanwen,[],,[],[],
6996,Empress Xiaogongren,[],,[],[],
6997,Empress Xiaoherui,[],,[],[],
6998,Empress Xiaohuizhang,[],,[],[],
6999,Empress Xiaojingcheng,[],,[],[],
7000,Empress Xiaojingxian,[],,[],[],
7001,Empress Xiaokangzhang,[],,[],[],
7002,Empress Xiaomucheng,[],,[],[],
7003,Empress Xiaoquancheng,[],,[],[],
7004,Empress Xiaoshencheng,[],,[],[],
7005,Empress Xiaoshengxian,[],,[],[],
7006,Empress Xiaoshurui,[],,[],[],
7007,Empress Xiaoxianchun,[],,[],[],
7008,Empress Xiaoyichun,[],,[],[],
7009,Empress Xiaoyiren,[],,[],[],
7010,Empress Xiaozhaoren,[],,[],[],
7011,Empress Xiaozheyi,[],,[],[],
7012,Empress Xu (Ming dynasty),[],,[],[],
7013,Empress Zhang (Hongzhi),[],,[],[],
7014,Empress Zhang Yan,[],,[],[],
7015,Empress Zhangsun,[],,[],[],
7016,Empress Zhong,[],,[],[],
7017,Empress Zhou (Ming dynasty),[],,[],[],
7018,Emund the Old,[],,[],[],
7019,Enamul Haque (actor),[],,[],[],
7020,Encarnación Ezcurra,[],,[],[],
7021,Enda Kenny,[],,[],[],
7022,Ender Wiggin,[],,[],[],
7023,Endon Mahmood,[],,[],[],
7024,"Engelbert II, Count of Gorizia",[],,[],[],
7025,"Engelbert III, Count of Gorizia",[],,[],[],
7026,Engelbert I of Nassau,[],,[],[],
7027,Enid Bennett,[],,[],[],
7028,Enid Blyton,[],,[],[],
7029,Enid Hammerman,[],,[],[],
7030,Enid Lyons,[],,[],[],
7031,Enock Ondego,[1983],1983.0,[],[],
7032,Enrica Soma,[],,[],[],
7033,Enrichetta d'Este,[],,[],[],
7034,Enrico Fermi,[],,[],[],
7035,Enrique Bolaños,[],,[],[],
7036,Enrique Caballero Peraza,[],,[],[],
7037,Enrique Gil Gilbert,[],,[],[],
7038,Enrique Guzmán,[],,[],[],
7039,Enrique Gómez Carrillo,[],,[],[],
7040,Enrique Laguerre,[],,[],[],
7041,Enrique Peña Nieto,"[1993, 2010]",1993.0,[],[],
7042,Enrique Rambal,[],,[],[],
7043,Enriqueta Augustina Rylands,[],,[],[],
7044,Entissar Amer,[],,[],[],
7045,Enver Hoxha,[],,[],[],
7046,Enzo Cilenti,[],,[],[],
7047,Eoghan Harris,[],,[],[],
7048,Eoin Ó Broin,[],,[],[],
7049,Epainette Mbeki,[],,[],[],
7050,Nadia Benois,[],,[],[],
7051,Nadia Cassini,[],,[],[],
7052,Nadia Ileana Bogorin,[],,[],[],
7053,Nadia Tass,[],,[],[],
7054,Nadia Tueni,[],,[],[],
7055,Nadine Heredia,[],,[],[],
7056,Nadine Jolie Courtney,[2013],2013.0,[],[],
7057,Nadine Labaki,[],,[],[],
7058,Nadine Lewington,[],,[],[],
7059,Nadine Schiff,[],,[],[],
7060,Nadine de Rothschild,[],,[],[],
7061,Nadir Laghari,[],,[],[],
7062,Nadira Babbar,[],,[],[],
7063,Nadya Hutagalung,[],,[],[],
7064,Naela Chohan,[],,[],[],
7065,Nafa Urbach,[2007],2007.0,[],[],
7066,Nafsiah Mboi,[],,[],[],
7067,Nagita Slavina,[2014],2014.0,[],[],
7068,Naglaa Fathi,[],,[],[],
7069,Naglaa Mahmoud,[],,[],[],
7070,Naguib Sawiris,[],,[],[],
7071,Naguib el-Rihani,[],,[],[],
7072,Nahed Sherif,[],,[],[],
7073,Nahienaena,[],,[],[],
7074,Nai Lert,[],,[],[],
7075,Naihe,[],,[],[],
7076,Naina Yeltsina,[],,[],[],
7077,Nair de Tefé,[],,[],[],
7078,Najam Sethi,[],,[],[],
7079,Najib Razak,[],,[],[],
7080,Nakamura Kankurō VI,[],,[],[],
7081,Nakayama Yoshiko,[],,[],[],
7082,Nakşidil Sultan,[],,[],[],
7083,Nalan Xingde,[],,[],[],
7084,Nalini Bekal,[],,[],[],
7085,Nalini Prava Deka,[],,[],[],
7086,Nam June Paik,[],,[],[],
7087,Nam Phương,[],,[],[],
7088,Namahana Piia,[],,[],[],
7089,Namdeo Dhasal,[],,[],[],
7090,Namie Amuro,[1997],1997.0,[],[],
7091,Nan A. Talese,[1959],1959.0,[],[],
7092,Nan Grey,"[1939, 1950]",1939.0,[],[],
7093,Nana Akufo-Addo,[],,[],[],
7094,Nana Visitor,"[1989, 1997, 2003]",1989.0,[],[],
7095,Nana of Iberia,[],,[],[],
7096,Nanabhai Bhatt,[],,[],[],
7097,Nanako Matsushima,[2001],2001.0,[],[],
7098,Nanasipauʻu Tukuʻaho,[],,[],[],
7099,Nance O'Neil,[],,[],[],
7100,Nanci Chambers,[],,[],[],
7101,Nancie Fadeley,[],,[],[],
7102,Nancy Allen (actress),"[1979, 1992, 1998]",1979.0,[],[],
7103,"Nancy Astor, Viscountess Astor",[],,[],[],
7104,Nancy Barrett,[],,[],[],
7105,Nancy Carell,[1995],1995.0,[],[],
7106,Nancy Carline,[],,[],[],
7107,Nancy Cartwright,[1988],1988.0,[2002],[14],14.0
7108,Nancy Cooperstein,[],,[],[],
7109,Nancy D. Freudenthal,[],,[],[],
7110,Nancy Dolman,[],,[],[],
7111,Nancy Douglas Bowditch,[],,[],[],
7112,Nancy Dow,"[1956, 1965]",1956.0,"[1961, 1980]","[5, 15]",10.0
7113,Nancy E. Krulik,[],,[],[],
7114,Nancy Everhard,[],,[],[],
7115,Nancy Fleming,[],,[],[],
7116,Nancy Floreen,[],,[],[],
7117,Nancy Frangione,[],,[],[],
7118,Nancy Ganz,[],,[],[],
7119,Nancy Gates,[],,[],[],
7120,Nancy Glass,[],,[],[],
7121,Nancy Glenn-Nieto,[],,[],[],
7122,Nancy Guild,[],,[],[],
7123,Nancy Halliday Ely-Raphel,[],,[],[],
7124,Nancy Hicks Maynard,[],,[],[],
7125,Nancy Huston,[],,[],[],
7126,Nancy Jacobson,[],,[],[],
7127,Nancy Jo Sales,[],,[],[],
7128,Nancy Juvonen,[2007],2007.0,[],[],
7129,Nancy Kassebaum,[],,[],[],
7130,Nancy Kelly,[],,[],[],
7131,Nancy Kovack,[1969],1969.0,[],[],
7132,Nancy Kress,[],,[],[],
7133,Nancy Kyes,[],,[],[],
7134,Nancy Lancaster,"[1917, 1920, 1948]",1917.0,[],[],
7135,Nancy Lee Bass,[],,[],[],
7136,Nancy Lincoln,[],,[],[],
7137,Nancy Makri,[],,[],[],
7138,Nancy Marchand,[],,[],[],
7139,Nancy Meyers,[],,[],[],
7140,Nancy Morgan,[1977],1977.0,[1996],[19],19.0
7141,Nancy Munoz,[],,[],[],
7142,Nancy O'Dell,"[1995, 2005]",1995.0,[2004],[9],9.0
7143,Nancy Olson,"[1950, 1962]",1950.0,[1957],[7],7.0
7144,Nancy Pelosi,[1963],1963.0,[],[],
7145,Nancy Reagan,[1952],1952.0,[],[],
7146,Nancy Robertson (actress),[2005],2005.0,[],[],
7147,Nancy Rubins,[],,[],[],
7148,Nancy Savoca,[],,[],[],
7149,Nancy Sexton,[2010],2010.0,[],[],
7150,Nancy Snyder,[],,[],[],
7151,Nancy Sorrell,[],,[],[],
7152,Nancy Spero,[],,[],[],
7153,Nancy Stephens,[],,[],[],
7154,Nancy Stokey,[],,[],[],
7155,Nancy Tellem,[1979],1979.0,[],[],
7156,Nancy Travis,[],,[],[],
7157,Nancy Vaughan,[],,[],[],
7158,Nancy Walton Laurie,[],,[],[],
7159,Nancye Hayes,[],,[],[],
7160,Nanda Bayin,[],,[],[],
7161,Nandana (actress),[],,[],[],
7162,Nandana Sen,[],,[],[],
7163,Nandi (mother of Shaka),[],,[],[],
7164,Nandish Sandhu,[],,[],[],
7165,Nandita Berry,[],,[],[],
7166,Nanette Fabray,"[1947, 1957]",1947.0,[1951],[4],4.0
7167,Nanette Newman,[],,[],[],
7168,Nansun Shi,[],,[],[],
7169,Naoe Kanetsugu,[],,[],[],
7170,Naoki Tanaka,[],,[],[],
7171,Naoki Tatsuta,[],,[],[],
7172,Naoko Matsui,[],,[],[],
7173,Naomi Bennett,[],,[],[],
7174,Naomi Chance,[],,[],[],
7175,Naomi Childers,[],,[],[],
7176,Naomi Duguid,[1985],1985.0,[2009],[24],24.0
7177,Naomi Foner Gyllenhaal,[1977],1977.0,[2009],[32],32.0
7178,Naomi Klein,[],,[],[],
7179,Naomi Mitchison,[],,[],[],
7180,Naomi Novik,[],,[],[],
7181,Naomi Scott,[2014],2014.0,[],[],
7182,Naomi Wolf,[],,[],[],
7183,Naoto Takenaka,[],,[],[],
7184,Napoleon,[],,[],[],
7185,Napoleon III,[],,[],[],
7186,"Napoléon Charles Bonaparte, 5th Prince of Canino",[],,[],[],
7187,Napoléon Louis Bonaparte,[],,[],[],
7188,Nar Bahadur Bhandari,[],,[],[],
7189,Narapati I of Ava,[],,[],[],
7190,Narapati of Prome,[],,[],[],
7191,Narapatisithu,[],,[],[],
7192,Naratheinga Uzana,[],,[],[],
7193,Naratheinkha,[],,[],[],
7194,Narathihapate,[],,[],[],
7195,Narathu,[],,[],[],
7196,Narathu of Pinya,[],,[],[],
7197,Narayani Shastri,[],,[],[],
7198,"Narciso Bravo, Jr.",[],,[],[],
7199,Narcissa Whitman,[],,[],[],
7200,Narelle Autio,[],,[],[],
7201,Naren Hua,[],,[],[],
7202,Narendra Rajya Laxmi Devi,[],,[],[],
7203,Naresh Trehan,[],,[],[],
7204,Narges Abyar,[],,[],[],
7205,Narges Mohammadi,[],,[],[],
7206,Nargis,[],,[],[],
7207,Narriman Sadek,"[1951, 1954, 1967]",1951.0,"[1954, 1961]","[3, 7]",5.0
7208,"Naruhito, Crown Prince of Japan",[1993],1993.0,[],[],
7209,Naseema Mohamed,[],,[],[],
7210,Naseeruddin Shah,[1982],1982.0,[],[],
7211,Nasira Iqbal,[],,[],[],
7212,Nasreena Ibrahim,[],,[],[],
7213,Nasri Atallah,[2015],2015.0,[],[],
7214,Nastassja Kinski,[1984],1984.0,[],[],
7215,Natacha Rambova,"[1923, 1934]",1923.0,[],[],
7216,Natali Morris,[],,[],[],
7217,Natalia Alexeievna (Wilhelmina Louisa of Hesse-Darmstadt),[],,[],[],
7218,Natalia Brasova,[],,[],[],
7219,Natalia Gvishiani,[],,[],[],
7220,Natalia Korolevska,[],,[],[],
7221,Natalia Pavlovna Paley,[],,[],[],
7222,Natalia Potocka,[],,[],[],
7223,Natalia Sokol,[],,[],[],
7224,Natalia Streignard,[],,[],[],
7225,Natalia Vodianova,[2001],2001.0,[],[],
7226,Natalie Bassingthwaighte,"[1998, 2011]",1998.0,[],[],
7227,Natalie Blair,[],,[],[],
7228,Natalie Cole,"[1976, 1989, 2001]",1976.0,[],[],
7229,Natalie Dessay,[],,[],[],
7230,Natalie Hutchins,[],,[],[],
7231,Natalie Imbruglia,[2003],2003.0,[],[],
7232,Natalie Jacobson,[1965],1965.0,[],[],
7233,Natalie Kalmus,[],,[],[],
7234,Natalie Portman,[2012],2012.0,[],[],
7235,Natalie Schafer,[],,[],[],
7236,Natalie Talmadge,[1921],1921.0,[1932],[11],11.0
7237,Natalie Teeger,[],,[],[],
7238,Natalie Tennant,[],,[],[],
7239,Natalie Trundy,[],,[],[],
7240,Natalie Wood,"[1957, 1969, 1972]",1957.0,[],[],
7241,Natalie Zea,[2014],2014.0,[],[],
7242,Natalie of Serbia,[],,[],[],
7243,Natalija Konstantinović,[],,[],[],
7244,Natalya Andrejchenko,[],,[],[],
7245,Natalya Bondarchuk,[],,[],[],
7246,Natalya Naryshkina,[],,[],[],
7247,Natanael Beskow,[],,[],[],
7248,Natasa Pazaïti,[],,[],[],
7249,Natascha Artin Brunswick,[],,[],[],
7250,Natasha Gregson Wagner,"[2003, 2015]",2003.0,[2008],[5],5.0
7251,Natasha Henstridge,[],,[],[],
7252,Natasha Leggero,[2015],2015.0,[],[],
7253,Natasha Little,[],,[],[],
7254,Natasha Parry,[],,[],[],
7255,Natasha Pyne,[],,[],[],
7256,Natasha Raikhel,[],,[],[],
7257,Natasha Rastogi,[],,[],[],
7258,Natasha Richardson,"[1990, 1994]",1990.0,[1992],[2],2.0
7259,Natasha Stott Despoja,[],,[],[],
7260,Nataša Dorčić,[],,[],[],
7261,Nate Morris,[2011],2011.0,[],[],
7262,Nate Saint,[],,[],[],
7263,Nathan Francis Mossell,[],,[],[],
7264,Nathan Gregory Silvermaster,[],,[],[],
7265,Nathan Jendrick,[],,[],[],
7266,Nathan Paget,[],,[],[],
7267,Nathan Petrelli,[],,[],[],
7268,Nathan Sharpe,[],,[],[],
7269,Nathan West,[2002],2002.0,[],[],
7270,Nathanael West,[],,[],[],
7271,Nathaniel Branden,[],,[],[],
7272,Nathaniel Hawthorne,[],,[],[],
7273,Nathaniel de Rothschild,[1842],1842.0,[],[],
7274,Nato Vachnadze,[],,[],[],
7275,Natsagiin Bagabandi,[],,[],[],
7276,Natshin Medaw,[],,[],[],
7277,Natshinnaung,[],,[],[],
7278,Natsumi Abe,[2015],2015.0,[],[],
7279,Natsumi Ogawa,[],,[],[],
7280,Naum Meiman,[],,[],[],
7281,Naungdawgyi,[],,[],[],
7282,Naura Hayden,[],,[],[],
7283,Navaneet Kaur,[],,[],[],
7284,Naveen Jindal,[],,[],[],
7285,Navekivisal Hanımefendi,[],,[],[],
7286,Navin Dissanayake,[],,[],[],
7287,Navin Ramgoolam,[],,[],[],
7288,Navnindra Behl,[],,[],[],
7289,Nawal El Saadawi,[1964],1964.0,[2010],[46],46.0
7290,Nawaz Sharif,[],,[],[],
7291,Nawrahta Minsaw,[],,[],[],
7292,Nayla Tueni,[],,[],[],
7293,Naysum Saravanamuttu,[],,[],[],
7294,Nayyar Sultana,[],,[],[],
7295,Naz Ikramullah,[1970],1970.0,[],[],
7296,Nazanin Afshin-Jam,[2012],2012.0,[],[],
7297,Nazikedâ Kadınefendi,[],,[],[],
7298,Nazli Sabri,"[1918, 1919]",1918.0,[1918],[0],0.0
7299,Nazmiye Demirel,[],,[],[],
7300,Nazneen Contractor,[2010],2010.0,[],[],
7301,Nazperver Kadınefendi,[],,[],[],
7302,Nazrin Shah of Perak,[],,[],[],
7303,Nazriya Nazim,[2014],2014.0,[],[],
7304,Ne Win,[],,[],[],
7305,Neal Asbury,[],,[],[],
7306,Neal Conan,[],,[],[],
7307,Neal Israel,[1984],1984.0,[1984],[0],0.0
7308,Neal Marlens,[],,[],[],
7309,Neal Shapiro,[],,[],[],
7310,Nebahat Çehre,[],,[],[],
7311,Ned Balbo,[],,[],[],
7312,Ned Brower,[],,[],[],
7313,Ned Glass,[],,[],[],
7314,Ned Manning,[],,[],[],
7315,Ned Stark,[],,[],[],
7316,Nedrick Young,[],,[],[],
7317,Neela Rasgotra,[],,[],[],
7318,Neelam Kothari,[],,[],[],
7319,Neelesh Misra,[],,[],[],
7320,Neelie Kroes,"[1965, 1991]",1965.0,"[1991, 2003]","[26, 12]",19.0
7321,Neelima Azeem,[],,[],[],
7322,Neelo,[],,[],[],
7323,Neena Verma,[],,[],[],
7324,Neetu Singh,[],,[],[],
7325,Nefertari,[],,[],[],
7326,Nefertari (18th dynasty),[],,[],[],
7327,Nefertkau III,[],,[],[],
7328,Neferu I,[],,[],[],
7329,Nefise Hatun,[],,[],[],
7330,Negar Khan,[],,[],[],
7331,Negasso Gidada,[],,[],[],
7332,Neha (actress),[],,[],[],
7333,Neil Abercrombie,[],,[],[],
7334,Neil Gaiman,[],,[],[],
7335,Neil Hamilton (politician),[],,[],[],
7336,Neil Hopkins,[],,[],[],
7337,Neil Kadisha,[],,[],[],
7338,Neil Kinnock,[],,[],[],
7339,Neil Macdonald,[],,[],[],
7340,Neil Marshall,[],,[],[],
7341,Neil Morrissey,[1987],1987.0,[1991],[4],4.0
7342,Neil Nephew,[],,[],[],
7343,Neil Patel (designer),[],,[],[],
7344,Neil Patrick Harris,[2014],2014.0,[],[],
7345,Neile Adams,[],,[],[],
7346,Neill Blomkamp,[],,[],[],
7347,Nela Martínez,[],,[],[],
7348,Nell Donnelly Reed,[],,[],[],
7349,Nell Dorr,[],,[],[],
7350,Nella Larsen,[],,[],[],
7351,Nelle Wilson Reagan,[],,[],[],
7352,Nelli Rokita,[],,[],[],
7353,Nellie Bly,[],,[],[],
7354,Nellie Connally,[1940],1940.0,[],[],
7355,Nellie Kusugak,[],,[],[],
7356,Nellie Tayloe Ross,[],,[],[],
7357,Nelly Beltrán,[],,[],[],
7358,Nelly Furtado,[],,[],[],
7359,Nelo Risi,[],,[],[],
7360,Nelson Mandela,"[1944, 1958, 1998]",1944.0,"[1958, 1996]","[14, 38]",26.0
7361,Nelson Rockefeller,[],,[],[],
7362,Neri Naig,[2014],2014.0,[],[],
7363,Nero,[],,[],[],
7364,Nero Claudius Drusus,[],,[],[],
7365,Nero Julius Caesar,[],,[],[],
7366,Neshedil Kadinefendi,[],,[],[],
7367,Nestor Carbonell,[2001],2001.0,[],[],
7368,Nestor Genko,[],,[],[],
7369,Nestor Ignat,[],,[],[],
7370,Nettie Palmer,[],,[],[],
7371,Netumbo Nandi-Ndaitwah,[],,[],[],
7372,Neva Egan,[],,[],[],
7373,Nevada Stoody Hayes,"[1906, 1906, 1909, 1917]",1906.0,"[1906, 1914]","[0, 8]",4.0
7374,Nevdür Hanımefendi,[],,[],[],
7375,Neve Campbell,"[1995, 2007]",1995.0,"[1998, 2011]","[3, 4]",3.5
7376,Nevil Story Maskelyne,[],,[],[],
7377,Neville Chamberlain,[1911],1911.0,[],[],
7378,Neville Pickering,[],,[],[],
7379,Neville Samarakoon,[],,[],[],
7380,Nevra Serezli,[],,[],[],
7381,Nevvare Hanımefendi,[],,[],[],
7382,Nevzad Hanımefendi,[],,[],[],
7383,Newt Gingrich,[],,[],[],
7384,"Newton Wallop, 6th Earl of Portsmouth",[],,[],[],
7385,Nexhmije Hoxha,[],,[],[],
7386,Neyyire Neyir,[],,[],[],
7387,Neşerek Kadınefendi,[],,[],[],
7388,Nga Nu,[],,[],[],
7389,Ngapoi Ngawang Jigme,[],,[],[],
7390,Ngina Kenyatta,[],,[],[],
7391,Ngozi Onwurah,[],,[],[],
7392,Nguyễn Khánh,[],,[],[],
7393,Nguyễn Minh Triết,[],,[],[],
7394,Nguyễn Tấn Dũng,[],,[],[],
7395,Ngô Đình Nhu,[],,[],[],
7396,Ni Wen-ya,[],,[],[],
7397,Nia Peeples,"[1984, 1989, 1997, 2004]",1984.0,"[1986, 1993, 2004, 2015]","[2, 4, 7, 11]",6.0
7398,Nia Roberts (actress),[],,[],[],
7399,Nia Vardalos,[1993],1993.0,[],[],
7400,Nia Zulkarnaen,"[1998, 2003]",1998.0,[],[],
7401,Niall Ferguson,"[1987, 2011]",1987.0,[2011],[24],24.0
7402,Nic Nolan,[1980],1980.0,[],[],
7403,Nic Waal,[],,[],[],
7404,Nicanor Duarte,[],,[],[],
7405,"Niccolò III d'Este, Marquis of Ferrara",[],,[],[],
7406,Nicette Bruno,[],,[],[],
7407,Nichola Pease,[],,[],[],
7408,"Nicholas, Crown Prince of Montenegro",[],,[],[],
7409,Nicholas Bacon (Lord Keeper),[],,[],[],
7410,Nicholas Ball (actor),[],,[],[],
7411,Nicholas Caire,[],,[],[],
7412,Nicholas Clay,[],,[],[],
7413,Nicholas D. Cooper,[],,[],[],
7414,Nicholas F. Taubman,[],,[],[],
7415,Nicholas Farrell,[],,[],[],
7416,"Nicholas Francis, Duke of Lorraine",[],,[],[],
7417,Nicholas Gleaves,[],,[],[],
7418,Nicholas Hofgren,[],,[],[],
7419,Nicholas II Garai,[],,[],[],
7420,Nicholas II of Russia,[1894],1894.0,[],[],
7421,Nicholas II of Saint Omer,[],,[],[],
7422,Nicholas I of Russia,[],,[],[],
7423,Nicholas Katzenbach,[],,[],[],
7424,Nicholas Kazan,[1984],1984.0,[],[],
7425,Nicholas Kristof,[1988],1988.0,[],[],
7426,Nicholas Lloyd,[],,[],[],
7427,Nicholas Longworth,[],,[],[],
7428,Nicholas Nayfack,[],,[],[],
7429,Nicholas Negroponte,[],,[],[],
7430,Nicholas Parsons,"[1954, 1995]",1954.0,[1989],[35],35.0
7431,Nicholas Pileggi,[],,[],[],
7432,Nicholas Pryor,[],,[],[],
7433,Nicholas Ray,[],,[],[],
7434,Nicholas Rhodes,[],,[],[],
7435,Nicholas Roerich,[],,[],[],
7436,Nicholas Shehadie,[],,[],[],
7437,Nicholas Tse,[],,[],[],
7438,"Nicholas V, Duke of Krnov",[],,[],[],
7439,"Nicholas Vaux, 1st Baron Vaux of Harrowden",[],,[],[],
7440,Nicholas Wapshott,[],,[],[],
7441,Nicholas Winterton,[],,[],[],
7442,Nick Adams (actor),[],,[],[],
7443,Nick Brandt,[],,[],[],
7444,Nick Cannon,[2008],2008.0,[2016],[8],8.0
7445,Nick Carrafa,[],,[],[],
7446,Nick Cassavetes,[],,[],[],
7447,Nick Cheung,[],,[],[],
7448,Nick Clegg,[2000],2000.0,[],[],
7449,Nick Coleman,[],,[],[],
7450,Nick Dimitri,[],,[],[],
7451,Nick Greiner,[],,[],[],
7452,Nick J. Mosby,[],,[],[],
7453,Nick Jordan (character),[],,[],[],
7454,Nick Lachey,"[2002, 2011]",2002.0,[2006],[4],4.0
7455,Nick Laird,[],,[],[],
7456,Nick Loren,[2000],2000.0,[],[],
7457,Nick Love,[1998],1998.0,[],[],
7458,Nick Mullins,[],,[],[],
7459,Nick Offerman,[2003],2003.0,[],[],
7460,Nick Pippenger,[],,[],[],
7461,Nick Raynsford,[],,[],[],
7462,Nick Ross,[],,[],[],
7463,Nick Sobotka,[],,[],[],
7464,Nick Stuart,[],,[],[],
7465,Nick Vanoff,[],,[],[],
7466,Nick Wechsler (film producer),[],,[],[],
7467,Nick Wilton,"[1991, 2006]",1991.0,[2002],[11],11.0
7468,Nicky Gavron,[],,[],[],
7469,Nicky Henson,[],,[],[],
7470,Nicky Nodjoumi,[],,[],[],
7471,Nicky Wu,[],,[],[],
7472,Nicol Williamson,[],,[],[],
7473,Nicola Charles,[2012],2012.0,[],[],
7474,Nicola McLean,[],,[],[],
7475,Nicola Mendelsohn,[],,[],[],
7476,Nicola Pecorini,[],,[],[],
7477,Nicola Walker,[],,[],[],
7478,Nicolae Ceaușescu,[],,[],[],
7479,Nicolai Ghiaurov,[],,[],[],
7480,"Nicolas, Duke of Mercœur",[],,[],[],
7481,Nicolas-Henri Tardieu,[],,[],[],
7482,Nicolas Arroyo,[],,[],[],
7483,Nicolas Cage,"[1995, 2002, 2004]",1995.0,[],[],
7484,Nicolas Roeg,[],,[],[],
7485,Nicolas Sarkozy,[],,[],[],
7486,Nicolas Winding Refn,[],,[],[],
7487,Nicolaus Zinzendorf,[],,[],[],
7488,"Nicole, Duchess of Lorraine",[],,[],[],
7489,Nicole Appleton,[2008],2008.0,[2014],[6],6.0
7490,Nicole Ari Parker,[2005],2005.0,[],[],
7491,Nicole Brown Simpson,[1985],1985.0,[1992],[7],7.0
7492,Nicole Cutler,[],,[],[],
7493,Nicole Eggert,[],,[],[],
7494,Nicole Farhi,[],,[],[],
7495,Nicole Johnson (Miss America),[],,[],[],
7496,Nicole Kidman,"[1990, 2006]",1990.0,[2001],[11],11.0
7497,Nicole Krauss,[2004],2004.0,[2014],[10],10.0
7498,Nicole Lubtchansky,[],,[],[],
7499,Nicole Lyn,[],,[],[],
7500,Nicole Mitchell Murphy,[1993],1993.0,[],[],
7501,Nicole Ménard,[],,[],[],
7502,Nicole Richie,[2010],2010.0,[],[],
7503,Nicole Sheridan,[],,[],[],
7504,Nicoletta Braschi,[],,[],[],
7505,Nicolette Grant,[],,[],[],
7506,Nicolle Wallace,[],,[],[],
7507,Nicollette Sheridan,"[1991, 2015]",1991.0,"[1992, 2016]","[1, 1]",1.0
7508,Nicolás Cabré,[2011],2011.0,[],[],
7509,Nicolás Maduro,[],,[],[],
7510,Nicéphore Soglo,[],,[],[],
7511,Nida Blanca,[],,[],[],
7512,Nida Yasir,[],,[],[],
7513,"Niels, King of Denmark",[],,[],[],
7514,Niels Henry Sonne,[],,[],[],
7515,Nieves Navarro,[],,[],[],
7516,Nigar Hatun,[],,[],[],
7517,Nigar Sultana (actress),[],,[],[],
7518,Nigel Davenport,"[1951, 1972]",1951.0,"[1960, 1981]","[9, 9]",9.0
