,Name,Marriage Dates,First Marriage Date,Divorce Dates,Marriage Lengths,Average Marriage Lengths
2686,Tim Balme,[],,[],[],
2687,Tim Bevan,[],,[],[],
2688,Tim Biskup,[],,[],[],
2689,Tim Burstall,[],,[],[],
2690,Tim Cahill (producer),[],,[],[],
2691,Tim Campbell (actor),[2014],2014.0,[],[],
2692,Tim Canterbury,[],,[],[],
2693,Tim Considine,[],,[],[],
2694,Tim Daly,[1982],1982.0,[],[],
2695,Tim Deegan (meteorologist),[],,[],[],
2696,Tim Grendell,[],,[],[],
2697,Tim Hagan,[],,[],[],
2698,Tim Healy (actor),"[1988, 2015]",1988.0,[2012],[24],24.0
2699,Tim Hunt,[1995],1995.0,[],[],
2700,Tim Hutchinson,[],,[],[],
2701,Tim Kaine,[1984],1984.0,[],[],
2702,Tim Kelleher (actor),[],,[],[],
2703,Tim Matheson,[],,[],[],
2704,Tim McCoy,[],,[],[],
2705,Tim Owen (barrister),[],,[],[],
2706,Tim Pawlenty,[],,[],[],
2707,"Tim Razzall, Baron Razzall",[],,[],[],
2708,Tim Reid,[],,[],[],
2709,Tim Russert,[1983],1983.0,[],[],
2710,Tim Ryan (actor),[1922],1922.0,[],[],
2711,Tim Stevenson,[],,[],[],
2712,Tim Turner,[1951],1951.0,[],[],
2713,Tim Whelan,[],,[],[],
2714,Tim Williams (Tangle),[],,[],[],
2715,Tim Zinnemann,"[1967, 1983, 1995]",1967.0,[],[],
2716,Timeline of the governorship of Ezenwo Nyesom Wike,[],,[],[],
2717,Timeline of the presidency of John F. Kennedy,[],,[],[],
2718,Timoci Bavadra,[],,[],[],
2719,Timothy Adams (actor),[],,[],[],
2720,Timothy Busfield,"[1988, 2013]",1988.0,"[1988, 2007]","[0, -6]",-3.0
2721,Timothy Carlton,[1976],1976.0,[],[],
2722,Timothy D. Snyder,[],,[],[],
2723,Timothy Fok,[],,[],[],
2724,Timothy Hutton,"[1986, 2000]",1986.0,[1990],[4],4.0
2725,Timothy Leary,[],,[],[],
2726,Timothy Noah,[],,[],[],
2727,Timothy Rhea,[2001],2001.0,[],[],
2728,Timothy West,[],,[],[],
2729,Tina Albanese,[],,[],[],
2730,Tina Brown,[],,[],[],
2731,Tina Chow,[1972],1972.0,[1989],[17],17.0
2732,Tina Fey,[2001],2001.0,[],[],
2733,Tina Green,[],,[],[],
2734,Tina Kennard,[],,[],[],
2735,Tina Knowles,"[1980, 2015]",1980.0,[2011],[31],31.0
2736,Tina Lenert,[],,[],[],
2737,Tina Louise,[1966],1966.0,[1971],[5],5.0
2738,Tina Mascara,[],,[],[],
2739,Tina Romero,[],,[],[],
2740,Tina Sinatra,[1974],1974.0,[1976],[2],2.0
2741,Tina Turner,"[1962, 2013]",1962.0,[1978],[16],16.0
2742,Tingting Cojuangco,[],,[],[],
2743,Tioulong Saumura,[1971],1971.0,[],[],
2744,Tipper Gore,[],,[],[],
2745,Tippi Hedren,"[1952, 1964, 1985]",1952.0,"[1961, 1982, 1995]","[9, 18, 10]",12.333333333333334
2746,Tirimüjgan Kadınefendi,[],,[],[],
2747,Tisha Campbell-Martin,[1996],1996.0,[],[],
2748,Tissa Wijeyeratne,[],,[],[],
2749,Tita Duran,[],,[],[],
2750,Titi Kamal,[],,[],[],
2751,Titiek Suharto,[],,[],[],
2752,Tito Canepa,[],,[],[],
2753,Tito Sotto,[],,[],[],
2754,Titus,[],,[],[],
2755,Tivadar Andrássy,[],,[],[],
2756,Tiwa Savage,[2013],2013.0,[],[],
2757,Tiye,[],,[],[],
2758,Tiziana Domínguez,[],,[],[],
2759,Tlacuilolxochtzin,[],,[],[],
2760,Tobey Maguire,[2007],2007.0,[],[],
2761,Tobias Zilliacus,[],,[],[],
2762,Toby Stephens,[2001],2001.0,[],[],
2763,Toby Wing,[],,[],[],
2764,Toby Ziegler,[],,[],[],
2765,Tod Williams (filmmaker),[],,[],[],
2766,Toda of Pamplona,[],,[],[],
2767,Todd Fisher,[2012],2012.0,[],[],
2768,Todd Hardy,[],,[],[],
2769,Todd Palin,[1988],1988.0,[],[],
2770,Todd S. Purdum,[],,[],[],
2771,Toddy Puller,[],,[],[],
2772,Todor Zhivkov,[],,[],[],
2773,Tofilau Eti Alesana,[],,[],[],
2774,Toghon Temür,[],,[],[],
2775,Toh Aik Choon,[],,[],[],
2776,Toktamış Ateş,[],,[],[],
2777,Tokugawa Iemochi,[],,[],[],
2778,Tokugawa Ieyasu,[],,[],[],
2779,Tokyo Sexwale,[1993],1993.0,[2014],[21],21.0
2780,Toljen of Hum,[],,[],[],
2781,Tolui,[],,[],[],
2782,Tom Adams (politician),[],,[],[],
2783,Tom Aldredge,[],,[],[],
2784,Tom Anderson (politician),[],,[],[],
2785,Tom Angleberger,[],,[],[],
2786,Tom Arnold (actor),[],,[],[],
2787,Tom Atkins (actor),[],,[],[],
2788,Tom Baker,[],,[],[],
2789,Tom Baldwin (The 4400),[],,[],[],
2790,Tom Bates,[],,[],[],
2791,Tom Benson,[2004],2004.0,[],[],
2792,Tom Birmingham,[],,[],[],
2793,Tom Butcher,[],,[],[],
2794,Tom Campbell Black,[],,[],[],
2795,Tom Carver,[],,[],[],
2796,Tom Clarke (Irish republican),[],,[],[],
2797,Tom Conroy,[],,[],[],
2798,Tom Conway,[],,[],[],
2799,Tom Courtenay,"[1973, 1988]",1973.0,[1982],[9],9.0
2800,Tom Cruise,"[1987, 1990, 2006]",1987.0,"[1990, 2001, 2012]","[3, 11, 6]",6.666666666666667
2801,Tom Daschle,[],,[],[],
2802,Tom DeLonge,[2001],2001.0,[],[],
2803,Tom Ellis (actor),[2006],2006.0,[],[],
2804,Tom Eplin,[],,[],[],
2805,Tom Fahn,[],,[],[],
2806,Tom Ferrick,[],,[],[],
2807,Tom Fields (artist),[],,[],[],
2808,Tom Forman (actor),[],,[],[],
2809,Tom Franklin (author),[],,[],[],
2810,Tom Freston,[],,[],[],
2811,Tom Gallery,[],,[],[],
2812,Tom Gjelten,[],,[],[],
2813,Tom Goodman-Hill,"[2005, 2015]",2005.0,[2014],[9],9.0
2814,Tom Green,[],,[],[],
2815,Tom Hanks,"[1978, 1988]",1978.0,[1987],[9],9.0
2816,Tom Hardy,"[1999, 2014]",1999.0,[2004],[5],5.0
2817,Tom Harkin,[],,[],[],
2818,Tom Hayden,"[1961, 1973, 1993]",1961.0,"[1962, 1990]","[1, 17]",9.0
2819,Tom Keene (actor),[1919],1919.0,[],[],
2820,Tom Kenny,[1995],1995.0,[],[],
2821,Tom Laughlin,[1954],1954.0,[],[],
2822,Tom Moore (actor),"[1914, 1921, 1931]",1914.0,"[1920, 1924]","[6, 3]",4.5
2823,Tom Mulcair,[1976],1976.0,[],[],
2824,Tom Murray (actor),[],,[],[],
2825,Tom Noonan,[],,[],[],
2826,Tom Petri,[],,[],[],
2827,Tom Phillips (Kansas politician),[],,[],[],
2828,Tom Poston,[],,[],[],
2829,Tom Ruegger,[],,[],[],
2830,Tom Segura,[],,[],[],
2831,Tom Simmons,[],,[],[],
2832,Tom Sizemore,[1996],1996.0,[],[],
2833,Tom Stoppard,[],,[],[],
2834,Tom Troupe,[],,[],[],
2835,Tom Tykwer,[],,[],[],
2836,Tom Vaughan-Lawlor,[],,[],[],
2837,Tom Vilsack,[],,[],[],
2838,Tom Wilkinson,[1998],1998.0,[],[],
2839,Tomaso Porcacchi Castilione,[],,[],[],
2840,Tomasz Antoni Zamoyski,[],,[],[],
2841,Tomasz Franciszek Zamoyski,[],,[],[],
2842,Tomasz Józef Zamoyski,[],,[],[],
2843,Tomasz Makowiecki,[],,[],[],
2844,Tomasz Zamoyski,[],,[],[],
2845,Tomaž Šalamun,[],,[],[],
2846,Tomiko Satō,[],,[],[],
2847,Tommaso Padoa-Schioppa,[],,[],[],
2848,Tommen Baratheon,[],,[],[],
2849,Tommy Burks,[],,[],[],
2850,Tommy Chong,[],,[],[],
2851,Tommy Davis (Scientology),"[1998, 2007]",1998.0,[],[],
2852,Tommy Gunn (actor),[],,[],[],
2853,Tommy Hilfiger,"[1980, 2008]",1980.0,[2000],[20],20.0
2854,Tommy Lee Wallace,[],,[],[],
2855,Tommy Mottola,"[1971, 1993, 2000]",1971.0,"[1990, 1997]","[19, 4]",11.5
2856,Tommy Pistol,[],,[],[],
2857,Tommy Rall,[],,[],[],
2858,Tomoko Ikuta,[1996],1996.0,[],[],
2859,Tomoko Kawase,[2003],2003.0,[],[],
2860,Tomoko Yamaguchi,[],,[],[],
2861,Tomás Estrada Palma,[],,[],[],
2862,Tomás Guardia Gutiérrez,[],,[],[],
2863,Tomás Manrique,[],,[],[],
2864,Tomás Yankelevich,[],,[],[],
2865,"Tomás de la Cerda, 3rd Marquis of la Laguna",[],,[],[],
2866,Tomáš Garrigue Masaryk,[],,[],[],
2867,Tonette Walker,[],,[],[],
2868,Tong Liya,[],,[],[],
2869,Tongzhi Emperor,[],,[],[],
2870,Toni Braxton,[],,[],[],
2871,Toni Hudson,[],,[],[],
2872,Toni Mannix,[1951],1951.0,[],[],
2873,Toni Redpath,[2000],2000.0,[],[],
2874,Tonka Obretenova,[],,[],[],
2875,Tonton Gutierrez,[],,[],[],
2876,Tony Abbott,[1988],1988.0,[],[],
2877,Tony Adams (producer),[],,[],[],
2878,Tony Anholt,[],,[],[],
2879,Tony Benn,[1949],1949.0,[],[],
2880,Tony Blackburn,[],,[],[],
2881,Tony Blair,[1980],1980.0,[],[],
2882,Tony Blinken,[],,[],[],
2883,Tony Camin,[],,[],[],
2884,Tony Curtis,[],,[],[],
2885,Tony Denman,[],,[],[],
2886,Tony Duquette,[],,[],[],
2887,Tony Garza,[],,[],[],
2888,Tony Gates,[],,[],[],
2889,Tony Geiss,[],,[],[],
2890,"Tony Hall, Baron Hall of Birkenhead",[],,[],[],
2891,Tony Hancock,"[1950, 1965]",1950.0,[],[],
2892,Tony Hoffer,[2005],2005.0,[],[],
2893,Tony Horwitz,[],,[],[],
2894,Tony Jones (news journalist),[],,[],[],
2895,Tony Leung Chiu-wai,[],,[],[],
2896,Tony László,[],,[],[],
2897,Tony Martin (Australian actor),"[1965, 2003]",1965.0,[1975],[10],10.0
2898,Tony Montana,[],,[],[],
2899,Tony Mordente,[1957],1957.0,[1966],[9],9.0
2900,Tony O'Donoghue,[],,[],[],
2901,Tony Plana,[],,[],[],
2902,Tony Ressler,[1988],1988.0,[],[],
2903,Tony Richardson,[1962],1962.0,[1967],[5],5.0
2904,Tony Scott,[],,[],[],
2905,Tony Scotti,[],,[],[],
2906,Tony Shalhoub,[1992],1992.0,[],[],
2907,Tony Soprano,[],,[],[],
2908,Tony Steedman,"[1957, 1963]",1957.0,[1963],[6],6.0
2909,Tony Strickland,[],,[],[],
2910,Tony Tillohash,[],,[],[],
2911,Tony Tomassi,[],,[],[],
2912,Tony Urquhart,[],,[],[],
2913,Tony Walton,[1959],1959.0,[1967],[8],8.0
2914,Tony Young (actor),[],,[],[],
2915,Tony Álvarez,[],,[],[],
2916,Tonya Engst,[],,[],[],
2917,Tonya Hurley,[],,[],[],
2918,Tonya Surman,[],,[],[],
2919,Toomas Hendrik Ilves,[],,[],[],
2920,Tooru Fujisawa,[],,[],[],
2921,Toots Deville,[],,[],[],
2922,Topsy Tjulyata,[],,[],[],
2923,Tor Nessling,[],,[],[],
2924,Tora Mosterstong,[],,[],[],
2925,Tora Torbergsdatter,[],,[],[],
2926,Torben Bernhard,[],,[],[],
2927,Torbert Macdonald,[1945],1945.0,[],[],
2928,Tord Magnuson,[1974],1974.0,[],[],
2929,Tori Praver,[2013],2013.0,[],[],
2930,Tori Spelling,"[2004, 2006]",2004.0,[2006],[2],2.0
2931,Torquato Conti,[],,[],[],
2932,Torre Catalano,[2010],2010.0,[2015],[5],5.0
2933,Torrey DeVitto,[2011],2011.0,[2013],[2],2.0
2934,Torsten Wiesel,[],,[],[],
2935,Tory Burch,[],,[],[],
2936,Toshi Seeger,[1943],1943.0,[],[],
2937,Toshiaki Karasawa,[1995],1995.0,[],[],
2938,Toshiko Higashikuni,[],,[],[],
2939,Toshio Furukawa,[],,[],[],
2940,Toshiya Fujita (director),[],,[],[],
2941,Toshiyuki Hosokawa,[],,[],[],
2942,Tostig Godwinson,[],,[],[],
2943,Toto Karaca,[1939],1939.0,[],[],
2944,Toto Wolff,[],,[],[],
2945,Touriya Haoud,[],,[],[],
2946,Tova Traesnaes,[],,[],[],
2947,Tove Maës,[],,[],[],
2948,Tove of the Obotrites,[],,[],[],
2949,Tracey Baker-Simmons,[2005],2005.0,[],[],
2950,Tracey Childs,[],,[],[],
2951,Tracey Edmonds,[],,[],[],
2952,Tracey Holmes,[],,[],[],
2953,Tracey Needham,[],,[],[],
2954,Tracey Ullman,[1983],1983.0,[],[],
2955,Tracy Bond,[],,[],[],
2956,Tracy Hickman,[],,[],[],
2957,Tracy Letts,[2013],2013.0,[],[],
2958,Tracy Morgan,"[1987, 2015]",1987.0,[2009],[22],22.0
2959,Tracy Nelson (actress),[],,[],[],
2960,Tracy Pollan,[1988],1988.0,[],[],
2961,Tracy Posner,[],,[],[],
2962,Tracy Reed (English actress),"[1958, 1970, 1974]",1958.0,"[1961, 1973, 1982]","[3, 3, 8]",4.666666666666667
2963,Tracy Ryan (actress),[],,[],[],
2964,Tracy Wright,[],,[],[],
2965,Trader Faulkner,[],,[],[],
2966,Traian Băsescu,[],,[],[],
2967,Tran Anh Hung,[],,[],[],
2968,Tranquillina,[],,[],[],
2969,Traudl Junge,[],,[],[],
2970,Travis Schuldt,[2014],2014.0,[],[],
2971,Travis Willingham,[2011],2011.0,[],[],
2972,Trebonianus Gallus,[],,[],[],
2973,Trevor Eve,[1980],1980.0,[],[],
2974,Trevor Howard,[],,[],[],
2975,Trevor LeBlanc,[],,[],[],
2976,Trevor Manuel,[],,[],[],
2977,Trevor Nunn,[],,[],[],
2978,Trevor Pitman,[],,[],[],
2979,Trevor Robbins,[],,[],[],
2980,Trevor White (actor),[],,[],[],
2981,Tribhuvan of Nepal,[],,[],[],
2982,Tricia Cooke,[1990],1990.0,[],[],
2983,Tricia Cotham,[],,[],[],
2984,Tricia Devereaux,[],,[],[],
2985,Tricia Leigh Fisher,[2007],2007.0,[],[],
2986,Tricia Nixon Cox,[],,[],[],
2987,Tricia Penrose,[],,[],[],
2988,Trinidad Roxas,[],,[],[],
2989,Triple H,[2003],2003.0,[],[],
2990,Tripti Mitra,[],,[],[],
2991,Trish Godman,[],,[],[],
2992,Trish Law,[],,[],[],
2993,Trish Van Devere,[],,[],[],
2994,Trista Sutter,[],,[],[],
2995,Tristan Gemmill,[],,[],[],
2996,Tristan MacManus,[2014],2014.0,[],[],
2997,Tristan Sturrock,[],,[],[],
2998,Triteuta,[],,[],[],
2999,"Trojden I, Duke of Masovia",[],,[],[],
3000,Tron Øgrim,[],,[],[],
3001,Troy Beyer,[],,[],[],
3002,Troy Donahue,"[1964, 1966, 1969, 1979]",1964.0,"[1964, 1968, 1972, 1981]","[0, 2, 3, 2]",1.75
3003,Troy Eid,[],,[],[],
3004,Troy Nathan,[],,[],[],
3005,Trudie Styler,[1992],1992.0,[],[],
3006,Trudy Grant,[],,[],[],
3007,Trudy Monk,[],,[],[],
3008,Trupti Sawant,[],,[],[],
3009,Trygve Hoff,"[1920, 1940]",1920.0,[],[],
3010,Trần Hưng Đạo,[],,[],[],
3011,Trần Liễu,[],,[],[],
3012,Trần Thái Tông,[],,[],[],
3013,Trần Thị Dung,[],,[],[],
3014,Trần Trọng Kim,[],,[],[],
3015,Tsai Chin (singer),[],,[],[],
3016,Tsai Ling-yi,[],,[],[],
3017,Tsarevich Ivan Ivanovich of Russia,[],,[],[],
3018,Tsarevna Catherine Ivanovna of Russia,[],,[],[],
3019,Tsendiin Dondogdulam,[],,[],[],
3020,Tseng Wen-hui,[1949],1949.0,[],[],
3021,Tshering Pem,[],,[],[],
3022,Tshering Yangdon,[],,[],[],
3023,Tsianina Joelson,[],,[],[],
3024,Tso Wong Man-yin,[],,[],[],
3025,Tsui Hark,[],,[],[],
3026,Tsuru Aoki,[1914],1914.0,[],[],
3027,Tsuyoshi Koyama,[],,[],[],
3028,Tsuyoshi Takashiro,[],,[],[],
3029,Tuanku Bahiyah,[],,[],[],
3030,Tuanku Bainun,[],,[],[],
3031,Tuanku Fauziah,[],,[],[],
3032,Tuanku Najihah,[],,[],[],
3033,Tublat,[],,[],[],
3034,Tudi Roche,[],,[],[],
3035,Tudor Gunasekara,[],,[],[],
3036,Tuesday Weld,"[1965, 1975, 1985]",1965.0,"[1971, 1980, 1998]","[6, 5, 13]",8.0
3037,Tughril,[],,[],[],
3038,Tullia Zevi,[],,[],[],
3039,Tullio Pinelli,[],,[],[],
3040,Tully Marshall,[],,[],[],
3041,Tunku Abdul Rahman,[],,[],[],
3042,Tunku Kurshiah,[],,[],[],
3043,Tunku Puan Zanariah,[],,[],[],
3044,Tupou VI,[],,[],[],
3045,Tupoutoʻa ʻUlukalala,[],,[],[],
3046,Turai Yar'Adua,[],,[],[],
3047,Turhan Hatice Sultan,[],,[],[],
3048,Turiya Hanover,[],,[],[],
3049,Tutta Rolf,"[1930, 1936, 1953]",1930.0,[],[],
3050,Tutte Lemkow,[],,[],[],
3051,Tuun K'ab' Hix,[],,[],[],
3052,Tuğçe Kazaz,[2005],2005.0,[],[],
3053,Tvrtko II of Bosnia,[],,[],[],
3054,Tvrtko I of Bosnia,[],,[],[],
3055,Twiggy,"[1977, 1988]",1977.0,[],[],
3056,Twinkle Khanna,[2001],2001.0,[],[],
3057,Ty Hardin,[],,[],[],
3058,Ty Murray,[],,[],[],
3059,Tyler Bridges,[],,[],[],
3060,Tyler Butterworth,[],,[],[],
3061,Tyler Christopher (actor),"[2002, 2008]",2002.0,[2004],[2],2.0
3062,Tyler Harcott,[],,[],[],
3063,Tyler Mathisen,[],,[],[],
3064,Tyndareus,[],,[],[],
3065,Tyne Daly,[1966],1966.0,[1990],[24],24.0
3066,Tyra Ferrell,[1992],1992.0,[],[],
3067,Tyrion Lannister,[],,[],[],
3068,Tyron Montgomery,[],,[],[],
3069,Tyrone Power,[],,[],[],
3070,"Tyrone Power, Jr.",[],,[],[],
3071,Tywin Lannister,[],,[],[],
3072,Tzeni Karezi,[],,[],[],
3073,Tzihuacxochitzin I,[],,[],[],
3074,Tzvetan Todorov,[],,[],[],
3075,Téa Leoni,"[1991, 1997]",1991.0,"[1995, 2014]","[4, 17]",10.5
3076,Tôn Đức Thắng,[],,[],[],
3077,Tünde Handó,[],,[],[],
3078,Tāufaʻāhau Tupou IV,[],,[],[],
3079,Tōru Furuya,"[1976, 1985]",1976.0,[],[],
3080,Tōru Nakamura (actor),[],,[],[],
3081,Tự Đức,[],,[],[],
3082,U Thant,[],,[],[],
3083,Uberto Pasolini,[],,[],[],
3084,Ubirajara Fidalgo,[],,[],[],
3085,Ucha'an K'in B'alam,[],,[],[],
3086,Uche Azikiwe,[],,[],[],
3087,"Uchter Knox, 5th Earl of Ranfurly",[],,[],[],
3088,Udai Singh II,[],,[],[],
3089,Uday Tikekar,[],,[],[],
3090,Udhayanidhi Stalin,[],,[],[],
3091,Udita Goswami,[2013],2013.0,[],[],
3092,Udjebten,[],,[],[],
3093,Udom Gabriel Emmanuel,[],,[],[],
3094,Uffe Ellemann-Jensen,[],,[],[],
3095,Ugo Tognazzi,[],,[],[],
3096,Ugyen Wangchuck,[],,[],[],
3097,Uhuru Kenyatta,[1991],1991.0,[],[],
3098,Ui-bin Seong,[],,[],[],
3099,Uiloq Slettemark,[],,[],[],
3100,"Ulanara, the Step Empress",[],,[],[],
3101,Ulas Hayes,[],,[],[],
3102,Ulf Adelsohn,[],,[],[],
3103,Ulf von Euler,[],,[],[],
3104,Ulla Jones,[],,[],[],
3105,Ulla Löfvén,[],,[],[],
3106,Ulli Lommel,[],,[],[],
3107,Ulric Manfred II of Turin,[],,[],[],
3108,"Ulrich, Duke of Mecklenburg",[],,[],[],
3109,"Ulrich, Duke of Pomerania",[],,[],[],
3110,"Ulrich, Duke of Württemberg",[],,[],[],
3111,"Ulrich I, Lord of Hanau",[],,[],[],
3112,"Ulrich II, Lord of Hanau",[],,[],[],
3113,"Ulrich III, Duke of Carinthia",[],,[],[],
3114,Ulrich Mühe,"[1984, 1997]",1984.0,[],[],
3115,Ulrich Tukur,[],,[],[],
3116,Ulrik Frederik Gyldenløve,[],,[],[],
3117,"Ulrika Eleonora, Queen of Sweden",[],,[],[],
3118,Ulrika Eleonora of Denmark,[],,[],[],
3119,Ulrike Louise of Solms-Braunfels,[],,[],[],
3120,Ulu Grosbard,[],,[],[],
3121,Ulysses %22Slow Kid%22 Thompson,[],,[],[],
3122,Ulysses S. Grant,[1848],1848.0,[],[],
3123,Ulysses S. Grant presidential administration scandals,[],,[],[],
3124,Um Aing-ran,[],,[],[],
3125,Uma Riyaz Khan,[],,[],[],
3126,Uma Thurman,"[1990, 1998]",1990.0,"[1992, 2005]","[2, 7]",4.5
3127,Umabai Dabhade,[],,[],[],
3128,Umar Nasir,[],,[],[],
3129,Umar Shaikh Mirza II,[],,[],[],
3130,Umaru Musa Yar'Adua,[],,[],[],
3131,Umberto II of Italy,[],,[],[],
3132,Umberto I of Italy,[],,[],[],
3133,Umesh Kamat,[],,[],[],
3134,Umm Salama,[],,[],[],
3135,Una McLean,[],,[],[],
3136,Una Merkel,[1932],1932.0,[1947],[15],15.0
3137,Una Stubbs,"[1958, 1969]",1958.0,"[1969, 1975]","[11, 6]",8.5
3138,Uncle Henry (Oz),[],,[],[],
3139,Unique Priscilla,"[2001, 2008]",2001.0,[2007],[6],6.0
3140,United States Senate career of Barack Obama,[],,[],[],
3141,Upendra (actor),[],,[],[],
3142,Upton Sinclair,[],,[],[],
3143,Urban A. Woodbury,[],,[],[],
3144,Urban Rusnák,[],,[],[],
3145,Urbano Rattazzi,[1863],1863.0,[],[],
3146,Urmila Kanitkar,[],,[],[],
3147,Urmila Singh,[],,[],[],
3148,"Uroš I, Grand Prince of Serbia",[],,[],[],
3149,Urraca Fernández,[],,[],[],
3150,"Urraca of Castile, Queen of Navarre",[],,[],[],
3151,"Urraca of Castile, Queen of Portugal",[],,[],[],
3152,Urraca of León and Castile,[],,[],[],
3153,Urraca of Portugal,[],,[],[],
3154,Ursula Andress,[1957],1957.0,[1966],[9],9.0
3155,Ursula Fleming,[],,[],[],
3156,Ursula Howells,[],,[],[],
3157,Ursula Jeans,[],,[],[],
3158,Ursula Kuczynski,[],,[],[],
3159,Ursula Mommens,[],,[],[],
3160,Ursula Parrott,[],,[],[],
3161,Ursula Pearson,[],,[],[],
3162,"Ursula Pole, Baroness Stafford",[],,[],[],
3163,Ursula Thiess,[],,[],[],
3164,Ursula of Brandenburg,[],,[],[],
3165,"Ursula of Brandenburg, Duchess of Münsterberg-Oels",[],,[],[],
3166,Ursula of Rosenfeld,[],,[],[],
3167,Ursula von Rydingsvard,[],,[],[],
3168,Ursula von der Leyen,[],,[],[],
3169,Urszula Dudziak,[],,[],[],
3170,Urszula Urbaniak,[1995],1995.0,[],[],
3171,Urvashi (actress),[],,[],[],
3172,Urvashi Sharma,[],,[],[],
3173,Usha Narayanan,[1951],1951.0,[],[],
3174,Usha Sharma,[],,[],[],
3175,Usharani,[],,[],[],
3176,Usher (singer),"[2007, 2015]",2007.0,[2009],[2],2.0
3177,Usman Peerzada,[],,[],[],
3178,Uta Frith,[],,[],[],
3179,Uta Hagen,[],,[],[],
3180,Uta von Ballenstedt,[],,[],[],
3181,Utada Hikaru,"[2002, 2014]",2002.0,[],[],
3182,Utpal Dutt,[1960],1960.0,[],[],
3183,Uttam Mohanty,[],,[],[],
3184,Uuno Turhapuro,[],,[],[],
3185,Uwe Nettelbeck,[],,[],[],
3186,Uwe Ochsenknecht,[],,[],[],
3187,Uzana II of Pinya,[],,[],[],
3188,Uzana I of Pinya,[],,[],[],
3189,Uzana of Bassein,[],,[],[],
3190,V. K. Pavithran,[],,[],[],
3191,V. N. Janaki,[],,[],[],
3192,V. Ravichandran,[1986],1986.0,[],[],
3193,V. S. Naipaul,[],,[],[],
3194,V. Subbiah,[],,[],[],
3195,V. T. Sambanthan,[],,[],[],
3196,V. Yogeswaran,[],,[],[],
3197,Vahbbiz Dorabjee,[2013],2013.0,[],[],
3198,Vaishali Kasaravalli,[],,[],[],
3199,Vaishnavi Dhanraj,[],,[],[],
3200,Vaitiare Bandera,[],,[],[],
3201,Vajiralongkorn,[],,[],[],
3202,Vajiravudh,[],,[],[],
3203,Vakhtang III of Georgia,[],,[],[],
3204,Vakhtang VI of Kartli,[],,[],[],
3205,Vakhtang V of Kartli,[],,[],[],
3206,Val Avery,[],,[],[],
3207,Val Butnaru,[],,[],[],
3208,Val Guest,[],,[],[],
3209,Val Jellay,[],,[],[],
3210,Val Kilmer,[],,[],[],
3211,Val Plumwood,[],,[],[],
3212,Valda Setterfield,[],,[],[],
3213,Valdas Adamkus,[],,[],[],
3214,"Valdemar, King of Sweden",[],,[],[],
3215,Valdemar III of Denmark,[],,[],[],
3216,Valdemar II of Denmark,[],,[],[],
3217,Valdemar IV of Denmark,[],,[],[],
3218,Valdemar I of Denmark,[],,[],[],
3219,Valdemar the Young,[],,[],[],
3220,Valdis Zatlers,[],,[],[],
3221,Valens,[],,[],[],
3222,Valentin Elizariev,[1973],1973.0,[],[],
3223,Valentin Inzko,[],,[],[],
3224,Valentin de Vargas,[],,[],[],
3225,Valentina Butnaru,[],,[],[],
3226,Valentina Cortese,[],,[],[],
3227,"Valentina Visconti, Duchess of Orléans",[],,[],[],
3228,"Valentina Visconti, Queen of Cyprus",[],,[],[],
3229,Valentine Penrose,[],,[],[],
3230,"Valerian Wellesley, 8th Duke of Wellington",[],,[],[],
3231,"Valerie, Margravine of Baden",[1966],1966.0,[],[],
3232,Valerie Bertinelli,"[1981, 2011]",1981.0,[],[],
3233,Valerie Bettis,[],,[],[],
3234,Valerie Curtin,[],,[],[],
3235,Valerie French (actress),[],,[],[],
3236,Valerie Grosvenor Myer,[],,[],[],
3237,Valerie Harper,[],,[],[],
3238,Valerie Hobson,[],,[],[],
3239,Valerie Jackson,[],,[],[],
3240,Valerie Leon,[],,[],[],
3241,Valerie Plame,[],,[],[],
3242,Valerie Sanderson,[],,[],[],
3243,Valeriy Borzov,[],,[],[],
3244,Valery Nosik,[],,[],[],
3245,Valgerður Gunnarsdóttir,[],,[],[],
3246,Valko Chervenkov,[],,[],[],
3247,Valmik Thapar,[],,[],[],
3248,Valéry Giscard d'Estaing,[1952],1952.0,[],[],
3249,Vanaja Iyengar,[],,[],[],
3250,Vance Palmer,[],,[],[],
3251,Vanda Pignato,[],,[],[],
3252,Vanessa Ament,[],,[],[],
3253,Vanessa Bell,[1907],1907.0,[],[],
3254,Vanessa Claire Stewart,"[1999, 2011]",1999.0,[2005],[6],6.0
3255,Vanessa Giácomo,[],,[],[],
3256,Vanessa Greene,[],,[],[],
3257,Vanessa Kensington,[],,[],[],
3258,Vanessa L. Williams,"[1987, 1999, 2015]",1987.0,[],[],
3259,Vanessa Lóes,[],,[],[],
3260,Vanessa Marcil,"[1989, 2010]",1989.0,[],[],
3261,Vanessa Marshall,[2001],2001.0,[],[],
3262,Vanessa Ray,"[2003, 2015]",2003.0,[],[],
3263,Vanessa Redgrave,"[1962, 2006]",1962.0,[1967],[5],5.0
3264,Vanessa Winship,[],,[],[],
3265,Vanessa Woods,[],,[],[],
3266,Vani Ganapathy,[1978],1978.0,[],[],
3267,Vani Viswanath,[],,[],[],
3268,Vanisha Mittal,[],,[],[],
3269,Vanity (singer),[1995],1995.0,[1996],[1],1.0
3270,Vantile Whitfield,[],,[],[],
3271,Varananda Dhavaj,[],,[],[],
3272,Vardis Vardinogiannis,[],,[],[],
